*Node properties
ID x y size color shortlabel
218 667472.0 570571.0 10.0 153 6.255916872749803
219 580048.0 565009.0 10.0 153 10.609011305221319
220 597802.0 576113.0 10.0 153 8.93588691178571
221 610263.0 574422.0 10.0 153 8.950934934653056
222 603855.0 575180.0 10.0 153 8.89920932590481
223 624369.0 532153.0 10.0 153 11.777152945896434
224 599870.0 591110.0 10.0 153 10.279279052472456
225 577167.0 617095.0 10.0 153 11.91788464664454
226 658403.0 611332.0 10.0 153 11.833730145367925
227 563460.0 480559.0 10.0 153 16.589399045562267
228 610980.0 522819.0 10.0 153 8.600347697429505
229 569422.0 567790.0 10.0 153 11.111382427016151
230 627727.0 578737.0 10.0 153 8.933095923594323
231 592804.0 584539.0 10.0 153 10.914946732580697
232 540783.0 626497.0 10.0 153 8.795923088991858
233 591823.0 639096.0 10.0 153 5.5626410054554105
234 637323.0 549567.0 10.0 153 8.717742747754404
235 638078.0 629421.0 10.0 153 13.080353770644322
236 611315.0 560757.0 10.0 153 19.08603626113494
237 647103.0 573853.0 10.0 153 13.068994226686915
238 522993.0 595581.0 10.0 153 9.607899607341226
239 601187.0 531825.0 10.0 153 7.813961062409174
240 533799.0 564377.0 10.0 153 7.251997030361573
241 649034.0 528813.0 10.0 153 18.22195614402834
242 620975.0 564344.0 10.0 153 13.793078519314998
243 622407.0 583192.0 10.0 153 11.052472938121241
244 597026.0 642918.0 10.0 153 5.823131281725034
245 551291.0 576721.0 10.0 153 11.557972493638516
246 608768.0 610525.0 10.0 153 10.108636158946872
247 697959.0 614701.0 10.0 153 6.861923886050905
248 658281.0 582264.0 10.0 153 9.854061157806951
249 546632.0 599204.0 10.0 153 10.166250345483371
250 672565.0 564468.0 10.0 153 5.165220937267779
251 636500.0 587401.0 10.0 153 10.819932707302996
252 696144.0 548705.0 10.0 153 5.2216389856918175
253 533551.0 582247.0 10.0 153 6.734652561318664
254 526802.0 551524.0 10.0 153 8.489697552502179
255 553038.0 606418.0 10.0 153 12.364041707974202
256 696601.0 603624.0 10.0 153 6.693150042587762
257 588964.0 597435.0 10.0 153 15.420429510515271
258 716139.0 621721.0 10.0 153 10.011652646616076
259 608529.0 586311.0 10.0 153 11.643940453728565
260 557378.0 567033.0 10.0 153 9.781818601511784
261 589994.0 610890.0 10.0 153 13.765422508152291
262 589344.0 563119.0 10.0 153 10.7426647194669
263 624415.0 515911.0 10.0 153 10.134825595310904
264 565483.0 551512.0 10.0 153 8.726490126799822
265 584895.0 574666.0 10.0 153 9.18129626874762
266 582777.0 542670.0 10.0 153 10.983519209825035
267 639394.0 576728.0 10.0 153 10.769790787141265
268 608298.0 573748.0 10.0 153 9.93271335813528
269 663578.0 586265.0 10.0 153 9.60415794984998
270 628080.0 562986.0 10.0 153 9.450927482746797
271 597421.0 554767.0 10.0 153 9.268991324048114
272 595193.0 576508.0 10.0 153 11.038516049002126
273 658103.0 572250.0 10.0 153 9.70108324759603
274 659529.0 498474.0 10.0 153 14.967377881603385
275 606415.0 581386.0 10.0 153 12.885812191964018
276 641976.0 577433.0 10.0 153 9.244002816214254
277 587466.0 564953.0 10.0 153 9.643923407557955
278 589180.0 595099.0 10.0 153 11.81530575010321
279 601885.0 573083.0 10.0 153 9.702549564593712
280 580561.0 528916.0 10.0 153 9.994048865499531
281 621726.0 578003.0 10.0 153 9.22050033739839
282 558817.0 576255.0 10.0 153 9.08665926882524
283 620213.0 574468.0 10.0 153 10.354168920858909
284 594010.0 570095.0 10.0 153 10.048565666342542
285 541976.0 512639.0 10.0 153 10.655981805690132
286 593840.0 578685.0 10.0 153 8.847679175492921
287 602667.0 575857.0 10.0 153 10.436458295870038
288 631446.0 561156.0 10.0 153 9.246820626448555
289 596481.0 567449.0 10.0 153 12.09838821643915
290 611318.0 581584.0 10.0 153 14.40894338676495
291 568546.0 564911.0 10.0 153 7.928169076140778
292 593865.0 572987.0 10.0 153 10.43860444030693
293 597017.0 575588.0 10.0 153 8.555625492864863
294 578804.0 573582.0 10.0 153 10.641089160818023
295 673750.0 594081.0 10.0 153 11.546140827041096
296 592714.0 553958.0 10.0 153 12.88476327137545
297 594029.0 586701.0 10.0 153 10.570819336880781
298 668502.0 563937.0 10.0 153 5.120892041051363
299 629533.0 537542.0 10.0 153 8.402024787915693
300 801539.0 318482.0 10.0 153 8.87948978773336
301 801667.0 318542.0 10.0 153 6.888884269525837
302 814045.0 332998.0 10.0 153 5.069297787911416
303 800479.0 321640.0 10.0 153 11.952736377542372
304 757470.0 224976.0 10.0 153 3.111111111111111
305 844536.0 424646.0 10.0 153 8.983438577974276
306 797105.0 316002.0 10.0 153 7.903958584965639
307 779956.0 271501.0 10.0 153 5.565695161387305
308 797205.0 313318.0 10.0 153 15.18067928977326
309 801323.0 316240.0 10.0 153 6.458941203130585
310 783666.0 262902.0 10.0 153 7.216378744369424
311 806131.0 312752.0 10.0 153 10.985386469443487
312 830658.0 368694.0 10.0 153 4.269885331808812
313 802482.0 335269.0 10.0 153 4.990065056427829
314 801910.0 325434.0 10.0 153 9.831590660229194
315 808062.0 337340.0 10.0 153 13.962629603094717
316 789833.0 304422.0 10.0 153 7.2266900448652756
317 803603.0 327255.0 10.0 153 10.056700952383
318 800865.0 312968.0 10.0 153 7.8249134584666775
319 802237.0 318526.0 10.0 153 17.27917328708403
320 803959.0 315173.0 10.0 153 10.384764706964631
321 800123.0 312312.0 10.0 153 6.890436079907399
322 780927.0 285057.0 10.0 153 4.957658539244853
323 797242.0 324588.0 10.0 153 5.543731690502812
324 801551.0 320544.0 10.0 153 7.106849641513084
325 809182.0 319115.0 10.0 153 6.228179167627944
326 801931.0 317202.0 10.0 153 14.390327328058085
327 870801.0 476330.0 10.0 153 5.892740320896586
328 820327.0 352701.0 10.0 153 4.098074392312556
329 801093.0 317509.0 10.0 153 9.74053089486452
330 798523.0 324500.0 10.0 153 5.742000125995418
331 805237.0 318655.0 10.0 153 10.807006735150283
332 803375.0 311620.0 10.0 153 8.031020736266825
333 801441.0 323812.0 10.0 153 15.06654086762423
334 797313.0 317527.0 10.0 153 10.748904960171302
335 788220.0 301915.0 10.0 153 7.4968198104004165
336 790395.0 300024.0 10.0 153 8.891989146496169
337 817135.0 349925.0 10.0 153 3.8908429991225773
338 797787.0 301470.0 10.0 153 9.13383214581658
339 804630.0 332333.0 10.0 153 7.0430012396614305
340 808710.0 330379.0 10.0 153 10.114988924402876
341 802111.0 320817.0 10.0 153 9.204873856859173
342 796375.0 309563.0 10.0 153 9.038008060230071
343 819768.0 346596.0 10.0 153 6.70386258548038
344 814605.0 354382.0 10.0 153 4.018350825954692
345 800565.0 319364.0 10.0 153 16.199320553360096
346 802089.0 313456.0 10.0 153 9.239369650146873
347 814401.0 341234.0 10.0 153 12.278271996189638
348 796609.0 319691.0 10.0 153 9.629837527581323
349 776131.0 248465.0 10.0 153 5.160496967387723
350 803464.0 329093.0 10.0 153 9.792665452325272
351 802646.0 317894.0 10.0 153 10.236786549270812
352 809550.0 327365.0 10.0 153 7.569869532778885
353 795322.0 311178.0 10.0 153 5.938958582571809
354 830450.0 393096.0 10.0 153 4.782801670623817
355 778414.0 260729.0 10.0 153 8.836719574996755
356 800041.0 318331.0 10.0 153 14.550764375512477
357 802814.0 320130.0 10.0 153 14.716497298948523
358 802738.0 312234.0 10.0 153 7.095056901393314
359 823913.0 369439.0 10.0 153 4.445620772179239
360 803386.0 318982.0 10.0 153 8.575444391185984
361 812869.0 346251.0 10.0 153 9.678563472108143
362 798904.0 324420.0 10.0 153 6.4797969716426875
363 800447.0 331643.0 10.0 153 7.598432530599335
364 807446.0 342555.0 10.0 153 9.391301715772334
365 804251.0 329956.0 10.0 153 7.386311352706057
366 797594.0 302109.0 10.0 153 7.601802304815637
367 803448.0 314797.0 10.0 153 8.909613687249106
368 765502.0 240340.0 10.0 153 3.325217887217384
369 795527.0 315510.0 10.0 153 7.016357527241796
370 794640.0 313497.0 10.0 153 9.457270000514278
371 808717.0 335740.0 10.0 153 9.482522909059602
372 790932.0 305223.0 10.0 153 7.179930475446437
373 816852.0 352965.0 10.0 153 3.8943892362549053
374 826228.0 376658.0 10.0 153 5.806264652565782
375 795299.0 312036.0 10.0 153 6.16601037309756
376 808686.0 332209.0 10.0 153 13.510754210575968
377 809594.0 344872.0 10.0 153 4.285361522481787
378 799275.0 324108.0 10.0 153 7.439881087758007
379 878184.0 487392.0 10.0 153 7.320550379071748
380 798472.0 322218.0 10.0 153 13.229237969795067
381 824822.0 367091.0 10.0 153 3.9327051409477303
382 746769.0 205186.0 10.0 153 3.111111111111111
383 756701.0 207223.0 10.0 153 3.111111111111111
384 795489.0 287279.0 10.0 153 9.011558972166648
385 800483.0 320713.0 10.0 153 8.179185659879513
386 783491.0 288029.0 10.0 153 6.304350858177361
387 797162.0 306135.0 10.0 153 14.298090482506279
388 800272.0 316170.0 10.0 153 7.012146176746284
389 806827.0 324616.0 10.0 153 11.04827317583491
390 802853.0 314938.0 10.0 153 12.584980141004493
391 800804.0 316615.0 10.0 153 4.622376517614719
392 813173.0 354777.0 10.0 153 4.379188468198486
393 801588.0 319814.0 10.0 153 8.181460278292144
394 797400.0 315778.0 10.0 153 9.198044571615986
395 823840.0 368410.0 10.0 153 3.6084099083545658
396 811391.0 343836.0 10.0 153 4.267783329062598
397 801055.0 321833.0 10.0 153 6.770735653767305
398 804038.0 306622.0 10.0 153 12.117795948737067
399 803780.0 334441.0 10.0 153 4.855273178564216
400 834173.0 386159.0 10.0 153 6.644812322693398
401 802784.0 313853.0 10.0 153 12.34708133663455
402 807293.0 347456.0 10.0 153 7.004196142107401
403 817119.0 336333.0 10.0 153 7.383043828161482
404 786635.0 269352.0 10.0 153 5.384754790090694
405 824624.0 381716.0 10.0 153 7.395420666200734
406 797415.0 319840.0 10.0 153 9.311898634427216
407 800772.0 325023.0 10.0 153 8.45349312211895
408 806626.0 318966.0 10.0 153 6.816216559817952
409 800845.0 311838.0 10.0 153 7.41918742467574
410 769386.0 259892.0 10.0 153 6.202981157449013
411 797272.0 324228.0 10.0 153 5.55249114760933
412 807409.0 325526.0 10.0 153 9.642238241625218
413 795836.0 291870.0 10.0 153 7.062633362304001
414 798321.0 319665.0 10.0 153 11.275894389718133
415 805372.0 313397.0 10.0 153 9.282044882776674
416 790738.0 308028.0 10.0 153 8.807981097678635
417 800667.0 315995.0 10.0 153 6.536502560890241
418 795205.0 316433.0 10.0 153 7.581344117609336
419 809054.0 345541.0 10.0 153 4.186050366112753
420 808452.0 320117.0 10.0 153 7.608317359780714
421 779897.0 279572.0 10.0 153 6.99426624110985
422 782642.0 275308.0 10.0 153 6.040750506870442
423 797569.0 321799.0 10.0 153 11.167293694684735
424 801751.0 318110.0 10.0 153 7.236394538911317
425 787644.0 297715.0 10.0 153 7.990024602927461
426 807401.0 314610.0 10.0 153 9.161171052273298
427 800677.0 310656.0 10.0 153 7.13779659276829
428 800394.0 301473.0 10.0 153 8.781298824633561
429 795571.0 310093.0 10.0 153 9.146685708790377
430 814158.0 335578.0 10.0 153 7.294420802977662
431 811913.0 325091.0 10.0 153 7.484159428944066
432 806982.0 316680.0 10.0 153 11.993999984232126
433 775604.0 274485.0 10.0 153 6.0205961041382015
434 800133.0 327081.0 10.0 153 7.9357253291847485
435 806511.0 313841.0 10.0 153 9.046852036901916
436 803796.0 314893.0 10.0 153 8.131478522787193
437 802012.0 318315.0 10.0 153 6.71032500613347
438 826789.0 377676.0 10.0 153 5.933730086678727
439 814108.0 344096.0 10.0 153 8.11716884236151
440 804354.0 309671.0 10.0 153 10.001324840789579
441 807017.0 330432.0 10.0 153 12.316236919921115
442 803774.0 334756.0 10.0 153 5.718484803016724
443 817410.0 346944.0 10.0 153 6.225042608690557
444 841928.0 398948.0 10.0 153 4.788427694200133
445 816145.0 349032.0 10.0 153 6.870226855443461
446 818622.0 370753.0 10.0 153 4.79247664700756
447 786245.0 292352.0 10.0 153 10.882933419405196
448 784164.0 285702.0 10.0 153 7.177969957655753
449 805390.0 319676.0 10.0 153 8.50584515650585
450 790774.0 303642.0 10.0 153 7.228282869602749
451 803277.0 319525.0 10.0 153 9.648747674898427
452 833182.0 379714.0 10.0 153 9.651915443731493
453 773023.0 251826.0 10.0 153 4.469293714507129
454 801609.0 320399.0 10.0 153 8.798639718665553
455 778965.0 282290.0 10.0 153 5.063325547794178
456 814317.0 333112.0 10.0 153 5.085227308294747
457 805080.0 323708.0 10.0 153 18.215460817817917
458 801080.0 318049.0 10.0 153 11.216830305200267
459 799724.0 318884.0 10.0 153 17.358467849220144
460 798059.0 316113.0 10.0 153 12.428803983990084
461 806176.0 320301.0 10.0 153 8.30205595663086
462 769876.0 257669.0 10.0 153 6.095708151241305
463 825716.0 373098.0 10.0 153 6.378328994907932
464 791983.0 298565.0 10.0 153 10.281894158564748
465 801386.0 313545.0 10.0 153 10.468535173308872
466 804871.0 317801.0 10.0 153 11.314401010580255
467 810903.0 332925.0 10.0 153 8.639536572839088
468 838276.0 395673.0 10.0 153 4.73166268304503
469 810543.0 341180.0 10.0 153 7.563970788225145
470 777978.0 252419.0 10.0 153 6.329091421951625
471 820258.0 351165.0 10.0 153 3.3974761447998483
472 801997.0 319385.0 10.0 153 11.658127796087234
473 779437.0 281959.0 10.0 153 5.333011218641451
474 810253.0 323873.0 10.0 153 13.46320106936258
475 794826.0 309589.0 10.0 153 7.918694812086361
476 814280.0 344223.0 10.0 153 7.782219617757917
477 832651.0 373469.0 10.0 153 5.914311176378153
478 794142.0 306704.0 10.0 153 8.593104221611622
479 802041.0 319504.0 10.0 153 12.974309732139904
480 804190.0 320706.0 10.0 153 10.067570419017398
481 798983.0 325682.0 10.0 153 5.78020993446009
482 840462.0 402858.0 10.0 153 4.9254539818446705
483 799912.0 323363.0 10.0 153 13.455815826489903
484 804119.0 328544.0 10.0 153 9.41849124634614
485 804358.0 320802.0 10.0 153 11.282463916948801
486 803057.0 331037.0 10.0 153 5.711980319115444
487 803031.0 325811.0 10.0 153 15.360936426738732
488 784151.0 283760.0 10.0 153 6.354574605303309
489 800444.0 311497.0 10.0 153 6.85579777526743
490 802004.0 317772.0 10.0 153 9.515893741152574
491 803470.0 319069.0 10.0 153 9.115404687734854
492 811277.0 335577.0 10.0 153 5.678388548583001
493 803332.0 315488.0 10.0 153 8.228161538111442
494 800037.0 317963.0 10.0 153 10.832332319837073
495 813436.0 360446.0 10.0 153 11.974288964917147
496 800694.0 316789.0 10.0 153 6.238096646009116
497 838129.0 404012.0 10.0 153 7.086092523694108
498 764997.0 249477.0 10.0 153 3.571652286761741
499 800316.0 311699.0 10.0 153 6.4832822901426175
500 806848.0 320541.0 10.0 153 8.742942588866422
501 805462.0 317833.0 10.0 153 9.06170856138066
502 798308.0 312788.0 10.0 153 11.232242399344141
503 802655.0 316263.0 10.0 153 16.456066395234945
504 801456.0 320080.0 10.0 153 6.530653189931857
505 801309.0 318213.0 10.0 153 8.853140932803873
506 840886.0 397888.0 10.0 153 4.770141969518106
507 829529.0 375007.0 10.0 153 5.341994370958035
508 830805.0 370801.0 10.0 153 5.841609456406508
509 804979.0 334141.0 10.0 153 7.238719474521137
510 804013.0 316083.0 10.0 153 9.160911337528484
511 808489.0 317021.0 10.0 153 8.037325673657802
512 770113.0 241615.0 10.0 153 3.3300283514259714
513 804332.0 319006.0 10.0 153 10.182769267368087
514 833661.0 389733.0 10.0 153 4.810384827253556
515 797834.0 297329.0 10.0 153 10.51715824202506
516 794956.0 309980.0 10.0 153 7.269439122124886
517 801232.0 307078.0 10.0 153 14.749565397070201
518 809552.0 342258.0 10.0 153 4.344508065617775
519 794615.0 305632.0 10.0 153 13.681919320480286
520 809259.0 345634.0 10.0 153 4.185321264237265
521 811502.0 355939.0 10.0 153 9.991265326781026
522 801301.0 316893.0 10.0 153 8.626075497652248
523 803370.0 318247.0 10.0 153 10.946215032959513
524 804702.0 315881.0 10.0 153 11.119215484974156
525 797009.0 293194.0 10.0 153 7.55012472773064
526 813791.0 334609.0 10.0 153 4.761231791284962
527 812965.0 330224.0 10.0 153 8.348337646512496
528 826048.0 374236.0 10.0 153 5.811000210010483
529 800959.0 322309.0 10.0 153 7.749868940866367
530 803405.0 317316.0 10.0 153 18.281290915257
531 802254.0 320673.0 10.0 153 8.704786105004729
532 783116.0 265635.0 10.0 153 7.9661426655544005
533 798633.0 317300.0 10.0 153 14.129289207894146
534 801482.0 327644.0 10.0 153 11.3366598203862
535 798612.0 326404.0 10.0 153 5.155199170649179
